"alpha","R_x","Model","R_g","R_c","sMSE_M","sMSE_grad","sMSE_curl","sMSE_cov","Accuracy_M","Accuracy_grad","Accuracy_curl","Accuracy_cov","CP_M","CP_grad","CP_curl","CP_cov","CIL_M","CIL_grad","CIL_curl","CIL_cov","Time"
1,0.4,"BIBT",0.34294325333806,0.65705674666194,0.225718986636107,0.016335184636164,0.209383801999943,NA,0.860459770114943,0.929425287356322,0.824505747126437,NA,0.917632183908046,0.946367816091954,0.914344827586207,NA,1.64111688603692,0.493557140925338,1.56625747403112,NA,90.0501576685905
1,0.5,"BIBT",0.298035430481749,0.701964569518251,0.227177519310797,0.0165677994530202,0.210609719857777,NA,0.858597701149425,0.92464367816092,0.830850574712644,NA,0.920620689655172,0.943793103448276,0.916574712643678,NA,1.66627412312978,0.49396503324439,1.59257816067485,NA,90.55064286232
1,0.6,"BIBT",0.251742324299521,0.748257675700479,0.230941473626249,0.0157475564542162,0.215193917172032,NA,0.858827586206897,0.920597701149425,0.835747126436782,NA,0.919264367816092,0.950505747126437,0.916344827586207,NA,1.67770420473622,0.492532806378985,1.60526659206334,NA,93.6836639904976
1,0.7,"BIBT",0.207477220994089,0.79252277900591,0.232348825912661,0.0150407253506171,0.217308100562044,NA,0.859310344827586,0.914045977011494,0.837655172413793,NA,0.921425287356322,0.953149425287356,0.919747126436782,NA,1.69260312752215,0.490785318911677,1.62129214432544,NA,89.1725618743896
1,0.8,"BIBT",0.167438798833254,0.832561201166746,0.234746769787862,0.0151310390658364,0.219615730722025,NA,0.858459770114943,0.902597701149425,0.842436781609195,NA,0.921977011494253,0.952,0.91935632183908,NA,1.69691404186583,0.487316647027062,1.62671410165746,NA,90.2610326886177
1,0.9,"BIBT",0.125493726701855,0.874506273298145,0.235331822066643,0.0150772730116799,0.220254549054963,NA,0.858827586206897,0.881379310344828,0.850873563218391,NA,0.923425287356322,0.950942528735632,0.921264367816092,NA,1.71081173082175,0.484732959082703,1.64210683000155,NA,89.7363701677322
1,0.1,"CA-BIBT",0.477237524223987,0.522762475776013,0.201125401265938,0.013991090671533,0.187134310594405,0.00177369636354536,0.86616091954023,0.94816091954023,0.810781609195402,0.969632183908046,0.908505747126437,0.953264367816092,0.905448275862069,0.944505747126437,1.52254503182226,0.471322662988979,1.44834349147798,0.149959789140228,95.7181362056732
1,0.2,"CA-BIBT",0.436460591372649,0.563539408627351,0.194856246803299,0.0152860025025835,0.179570244300715,0.00183139607547562,0.868505747126437,0.943172413793103,0.822689655172414,0.978896551724138,0.90632183908046,0.941609195402299,0.901609195402299,0.944,1.48011713414377,0.469816659178737,1.40409098458369,0.150775451996636,91.2533907341957
1,0.3,"CA-BIBT",0.391570977427096,0.608429022572904,0.187089230103581,0.0143767823246815,0.172712447778899,0.00192278706680331,0.869471264367816,0.94,0.83464367816092,0.982091954022989,0.903080459770115,0.947747126436782,0.896068965517241,0.94264367816092,1.43346009873043,0.468500470152815,1.35514214688305,0.151958885436941,88.7136804437637
1,0.4,"CA-BIBT",0.345026475771986,0.654973524228014,0.174940602183827,0.0145788574324362,0.16036174475139,0.00189834501379474,0.872137931034483,0.934712643678161,0.843655172413793,0.984988505747126,0.897862068965517,0.947816091954023,0.890965517241379,0.939425287356322,1.37213088303305,0.466320301521058,1.29071049392552,0.152773880412551,92.2221217274666
1,0.5,"CA-BIBT",0.299908548015525,0.700091451984475,0.162387842800213,0.0148592525645062,0.147528590235706,0.00195146236101858,0.878114942528736,0.929747126436782,0.857471264367816,0.985448275862069,0.895149425287356,0.94264367816092,0.88735632183908,0.941218390804598,1.30938277319286,0.465177066112432,1.22420263619981,0.154070235930645,92.4288625836372
1,0.6,"CA-BIBT",0.254132772574651,0.745867227425349,0.145754361065057,0.0137877486116838,0.131966612453374,0.00195869878877585,0.883287356321839,0.924758620689655,0.867494252873563,0.986988505747126,0.88632183908046,0.952206896551724,0.875103448275862,0.947241379310345,1.21672281915055,0.462260158145601,1.12543065346711,0.154727465489172,94.8702416968346
1,0.7,"CA-BIBT",0.21077222068026,0.78922777931974,0.125978355500973,0.0132190741892533,0.11275928131172,0.00176868674919381,0.890712643678161,0.918091954022988,0.880850574712644,0.98832183908046,0.871402298850575,0.954574712643678,0.854206896551724,0.958574712643678,1.0885625748931,0.459313905211558,0.9867918587932,0.155688071874619,90.3180458045006
1,0.8,"CA-BIBT",0.171410289369963,0.828589710630037,0.0984094791881528,0.0130962972053461,0.0853131819828068,0.00191815902548568,0.903034482758621,0.908413793103448,0.899701149425287,0.989333333333333,0.847241379310345,0.954229885057471,0.813931034482759,0.953793103448276,0.9073311973601,0.453933145041571,0.785724325444187,0.155707700887509,91.0721402597427
1,0.9,"CA-BIBT",0.128461372216167,0.871538627783833,0.060974555578298,0.012186529613365,0.0487880259649329,0.00176693615498341,0.922988505747126,0.892551724137931,0.92583908045977,0.990275862068966,0.836965517241379,0.958712643678161,0.761770114942529,0.953793103448276,0.703984142747083,0.44870953407953,0.542218836842462,0.156693906320177,90.6268687534332
1,0.1,"CARE",1,1.11022302462516e-18,0.563224095086637,0.019739421034271,NA,0.0949535413500495,0.736206896551724,0.944942528735632,NA,0.572666666666667,0.244068965517241,0.900689655172414,NA,0.178183908045977,0.464363619878705,0.464363619878705,NA,0.138522919149077,14.4530836486816
1,0.2,"CARE",1,0,0.60743171900229,0.0208793044153841,NA,0.188007063467812,0.721908045977012,0.939609195402299,NA,0.581011494252874,0.236781609195402,0.890183908045977,NA,0.126873563218391,0.461843100720816,0.461843100720816,NA,0.138354519369741,13.1591646933556
1,0.3,"CARE",1,1.11022302462516e-18,0.649816701856308,0.0199998186598141,NA,0.28143500288403,0.707126436781609,0.935908045977011,NA,0.582735632183908,0.226436781609195,0.894712643678161,NA,0.101724137931034,0.45915684296249,0.45915684296249,NA,0.137869143946186,13.4601291036606
1,0.4,"CARE",1,4.44089209850062e-18,0.694118323357811,0.0210834203193658,NA,0.375022184879617,0.693632183908046,0.929471264367816,NA,0.580574712643678,0.219333333333333,0.884114942528736,NA,0.0874022988505747,0.455943336972803,0.455943336972803,NA,0.137542773872157,13.694057226181
1,0.5,"CARE",1,5.55111512312578e-18,0.736770388739368,0.0204308430460599,NA,0.468234332807031,0.675724137931034,0.923655172413793,NA,0.583057471264368,0.211126436781609,0.886298850574713,NA,0.0786436781609195,0.453276149104147,0.453276149104147,NA,0.137225925311313,12.9172120332718
1,0.6,"CARE",1,4.44089209850062e-18,0.78044229581434,0.0192198468637092,NA,0.56340532286846,0.660045977011494,0.920574712643678,NA,0.581977011494253,0.20248275862069,0.89664367816092,NA,0.0739540229885057,0.449744177373085,0.449744177373085,NA,0.1366355636083,14.2007711744308
1,0.7,"CARE",1,1.88737914186277e-17,0.822059383580599,0.0178065630616175,NA,0.656667482568093,0.646091954022988,0.913793103448276,NA,0.584022988505747,0.198298850574713,0.906689655172414,NA,0.0681609195402299,0.44607096153903,0.44607096153903,NA,0.136396470874962,13.1689856600761
1,0.8,"CARE",1,2.1094237467878e-17,0.862024108365294,0.0168977015128748,NA,0.7479092360676,0.625540229885057,0.902390804597701,NA,0.58751724137931,0.18832183908046,0.912804597701149,NA,0.0627126436781609,0.441527841075483,0.441527841075483,NA,0.136108045896155,13.7017754650116
1,0.9,"CARE",1,1.33226762955019e-17,0.903498839289676,0.0148737325156152,NA,0.841852402156556,0.603379310344828,0.884091954022988,NA,0.583954022988506,0.182712643678161,0.926022988505747,NA,0.0582298850574713,0.436034072587226,0.436034072587226,NA,0.135577065185841,12.9377474546432
