"alpha","R_x","Model","R_g","R_c","sMSE_M","sMSE_grad","sMSE_curl","sMSE_cov","Accuracy_M","Accuracy_grad","Accuracy_curl","Accuracy_cov","CP_M","CP_grad","CP_curl","CP_cov","CIL_M","CIL_grad","CIL_curl","CIL_cov","Time"
1,0.1,"BBT",1,0,0.575940473027591,0.0472435640695355,NA,NA,0.741555555555556,0.916222222222222,NA,NA,0.383111111111111,0.930444444444444,NA,NA,0.79322658574899,0.79322658574899,NA,NA,0.940758218765259
1,0.2,"BBT",1,0,0.606047957949686,0.0474699489083334,NA,NA,0.726666666666667,0.906444444444444,NA,NA,0.384,0.933555555555556,NA,NA,0.790487125303007,0.790487125303007,NA,NA,0.929545233249664
1,0.3,"BBT",1,0,0.642944892056661,0.0502627622788487,NA,NA,0.724,0.897111111111111,NA,NA,0.384444444444444,0.919777777777778,NA,NA,0.785462669712997,0.785462669712997,NA,NA,0.93977169752121
1,0.4,"BBT",1,0,0.675979283017693,0.0505089828228195,NA,NA,0.704,0.894444444444444,NA,NA,0.362,0.914444444444444,NA,NA,0.783043714135185,0.783043714135185,NA,NA,0.943313517570496
1,0.5,"BBT",1,0,0.699978035132159,0.0463232241026618,NA,NA,0.691777777777778,0.881555555555556,NA,NA,0.356666666666667,0.924888888888889,NA,NA,0.780011059281714,0.780011059281714,NA,NA,0.948626532554626
1,0.6,"BBT",1,0,0.721348749357596,0.0480260700246212,NA,NA,0.694222222222222,0.886,NA,NA,0.354222222222222,0.920888888888889,NA,NA,0.778311431718842,0.778311431718842,NA,NA,0.945122456550598
1,0.7,"BBT",1,0,0.766549408013162,0.045408911106806,NA,NA,0.679111111111111,0.882222222222222,NA,NA,0.34,0.924,NA,NA,0.77181963312815,0.77181963312815,NA,NA,0.941078026294708
1,0.8,"BBT",1,0,0.792815701566004,0.0454433224949119,NA,NA,0.657111111111111,0.876,NA,NA,0.332888888888889,0.923333333333333,NA,NA,0.768393599463773,0.768393599463773,NA,NA,0.954083077907562
1,0.9,"BBT",1,0,0.81699607613947,0.0437513615741553,NA,NA,0.653333333333333,0.854222222222222,NA,NA,0.329333333333333,0.928444444444444,NA,NA,0.763964938501061,0.763964938501061,NA,NA,0.949420371055603
1,0.1,"BIBT",0.492984492920832,0.507015507079168,0.219266525424577,0.0438714361670747,0.175395089257503,NA,0.869555555555556,0.919333333333333,0.827111111111111,NA,0.927555555555556,0.957777777777778,0.912444444444444,NA,1.69761469630312,0.853621158724865,1.47116700875688,NA,1.31809596061707
1,0.2,"BIBT",0.466730158859054,0.533269841140946,0.228794094250979,0.0451608394677031,0.183633254783276,NA,0.865555555555556,0.909111111111111,0.831777777777778,NA,0.922,0.956,0.912,NA,1.69969588718279,0.853667632487096,1.47385016575386,NA,1.31216593265533
1,0.3,"BIBT",0.425963536300988,0.574036463699012,0.222928641415137,0.0474647204459827,0.175463920969154,NA,0.863111111111111,0.901555555555556,0.828222222222222,NA,0.933111111111111,0.949111111111111,0.921333333333333,NA,1.72371442725608,0.853736152091667,1.50290466585084,NA,1.31324358701706
