"alpha","R_x","Model","R_g","R_c","sMSE_M","sMSE_grad","sMSE_curl","sMSE_cov","Accuracy_M","Accuracy_grad","Accuracy_curl","Accuracy_cov","CP_M","CP_grad","CP_curl","CP_cov","CIL_M","CIL_grad","CIL_curl","CIL_cov","Time"
1,0.4,"BIBT",0.402381630728938,0.597618369271061,0.237180240322264,0.0503669479568479,0.186813292365416,NA,0.852222222222222,0.892444444444444,0.831555555555556,NA,0.930666666666667,0.944888888888889,0.922666666666667,NA,1.73563087141853,0.858551993700191,1.5178866366567,NA,1.30384544610977
1,0.5,"BIBT",0.382230691842695,0.617769308157305,0.226015045587906,0.0461732642247534,0.179841781363152,NA,0.854444444444444,0.881333333333333,0.841111111111111,NA,0.932,0.949555555555556,0.919777777777778,NA,1.74077427831904,0.852436546419221,1.52335835235897,NA,1.30508051395416
1,0.6,"BIBT",0.369136980833046,0.630863019166954,0.238449714839675,0.0492602510311096,0.189189463808565,NA,0.846,0.885333333333333,0.834444444444444,NA,0.926666666666667,0.942,0.92,NA,1.73948207924156,0.850878342005597,1.52198117630208,NA,1.30929189682007
1,0.7,"BIBT",0.319037345368122,0.680962654631879,0.237968699517373,0.0468632674816502,0.191105432035723,NA,0.860222222222222,0.885111111111111,0.845333333333333,NA,0.922,0.946666666666667,0.917333333333333,NA,1.75455213873614,0.847381880579128,1.54120292082569,NA,1.31904845952988
1,0.8,"BIBT",0.291629056886333,0.708370943113667,0.238455622984603,0.0500239870592635,0.18843163592534,NA,0.858888888888889,0.876222222222222,0.847777777777778,NA,0.934222222222222,0.942222222222222,0.927111111111111,NA,1.7680154274737,0.848723896695137,1.55788242306274,NA,1.30496268510818
1,0.9,"BIBT",0.262602231943187,0.737397768056813,0.233107378660794,0.044887152574358,0.188220226086436,NA,0.862666666666667,0.855555555555556,0.850444444444444,NA,0.936,0.954444444444444,0.931777777777778,NA,1.77168967663237,0.844835566169189,1.56396545615314,NA,1.30943652391434
1,0.1,"CA-BIBT",0.479083298644817,0.520916701355183,0.204595016757699,0.0330180597985312,0.171576956959168,0.0174328917021736,0.870444444444444,0.927333333333333,0.835111111111111,0.910444444444444,0.929111111111111,0.955333333333333,0.918888888888889,0.945555555555556,1.63661128318347,0.739292112366642,1.46242611042942,0.46928544314646,1.29878009557724
1,0.2,"CA-BIBT",0.451613749201906,0.548386250798095,0.203127681801391,0.0335831264824378,0.169544555318953,0.0141280226913715,0.866222222222222,0.923555555555556,0.833777777777778,0.945111111111111,0.919333333333333,0.960666666666667,0.914222222222222,0.973555555555556,1.60552372488276,0.738619201252152,1.42758670978389,0.472948746332048,1.28607105970383
1,0.3,"CA-BIBT",0.418548480610296,0.581451519389704,0.191166468602897,0.0367402838089751,0.154426184793922,0.0163103876470404,0.871333333333333,0.919777777777778,0.830666666666667,0.944444444444444,0.930888888888889,0.947333333333333,0.924,0.951555555555556,1.58944279271427,0.735387227793421,1.41146195480141,0.47821039676494,1.27960571050644
1,0.4,"CA-BIBT",0.393817938383652,0.606182061616348,0.187120806085164,0.0362016160062828,0.150919190078881,0.0137702019336855,0.862666666666667,0.917333333333333,0.848888888888889,0.959777777777778,0.920444444444444,0.942,0.916222222222222,0.967777777777778,1.53720998253642,0.731468459945027,1.35300845151856,0.481381270630894,1.3075591635704
1,0.5,"CA-BIBT",0.373117863741047,0.626882136258953,0.17481960427819,0.0346351310987576,0.140184473179432,0.0160319572309264,0.872,0.896888888888889,0.856222222222222,0.96,0.920444444444444,0.951333333333333,0.905333333333333,0.968222222222222,1.48455389459076,0.730593555382676,1.29224281150436,0.484383778669419,1.288020362854
1,0.6,"CA-BIBT",0.360413182571389,0.639586817428611,0.166455510219818,0.0376777598433262,0.128777750376492,0.0173323715930726,0.874,0.899777777777778,0.862444444444444,0.962,0.912888888888889,0.940666666666667,0.904444444444444,0.947555555555556,1.42683060647328,0.728008571817738,1.2273080784223,0.485894649690496,1.2827742600441
1,0.7,"CA-BIBT",0.311263086481323,0.688736913518677,0.151559199216566,0.0354778842568733,0.116081314959693,0.0186126312429973,0.894444444444444,0.9,0.888666666666667,0.966222222222222,0.911333333333333,0.946888888888889,0.895555555555556,0.946888888888889,1.33825521987557,0.721033404802751,1.12642168829523,0.489383264470319,1.30222961425781
1,0.8,"CA-BIBT",0.285174843534472,0.714825156465528,0.131652621898447,0.0373589944854651,0.0942936274129818,0.0221481065030536,0.892888888888889,0.89,0.892888888888889,0.971111111111111,0.913777777777778,0.933777777777778,0.896666666666667,0.934222222222222,1.25914485158856,0.721085241776338,1.03207532831109,0.493750741964464,1.2848495054245
1,0.9,"CA-BIBT",0.259567618272713,0.740432381727287,0.0912357507786124,0.0312795426097887,0.0599562081688237,0.0195206366257224,0.913555555555556,0.878666666666667,0.922666666666667,0.966444444444444,0.943777777777778,0.954444444444444,0.926888888888889,0.943333333333333,1.16015531116247,0.712661681745684,0.9168529333726,0.495411780774089,1.2850328040123
1,0.1,"CARE",1,5.55111512312578e-18,0.573578737925615,0.0448818289675589,NA,0.0905059018090105,0.741111111111111,0.917111111111111,NA,0.61,0.385333333333333,0.94,NA,0.497777777777778,0.795495439590375,0.795495439590375,NA,0.423371562771951,1.01297105789185
1,0.2,"CARE",1,1.33226762955019e-17,0.604143650374966,0.0455656413336132,NA,0.170746687430197,0.726222222222222,0.906444444444444,NA,0.629777777777778,0.383777777777778,0.940222222222222,NA,0.380222222222222,0.79290203016963,0.79290203016963,NA,0.424582775928727,1.0098982834816
1,0.3,"CARE",1,7.77156117237609e-18,0.641330819166456,0.0486486893886428,NA,0.255862049668109,0.721555555555556,0.898222222222222,NA,0.628666666666667,0.384222222222222,0.924666666666667,NA,0.318888888888889,0.788334259152123,0.788334259152123,NA,0.423694508110741,1.00647038459778
1,0.4,"CARE",1,1.99840144432528e-17,0.675028376316127,0.0495580761212528,NA,0.339394241911363,0.704222222222222,0.892888888888889,NA,0.64,0.363333333333333,0.921333333333333,NA,0.279333333333333,0.787209595599605,0.787209595599605,NA,0.425000660682116,0.98238142490387
1,0.5,"CARE",1,2.1094237467878e-17,0.699133142873581,0.0454783318440833,NA,0.416757102822746,0.689777777777778,0.881333333333333,NA,0.633777777777778,0.360444444444444,0.929777777777778,NA,0.244444444444444,0.784177438452612,0.784177438452612,NA,0.425560380673116,0.991461963653565
1,0.6,"CARE",1,9.99200722162641e-18,0.720662194672822,0.0473395153398473,NA,0.488213876677612,0.695111111111111,0.885111111111111,NA,0.651777777777778,0.355111111111111,0.926444444444444,NA,0.235111111111111,0.782833491035458,0.782833491035458,NA,0.426729651462486,0.991037495136261
1,0.7,"CARE",1,1.33226762955019e-17,0.765718869369014,0.0445783724626582,NA,0.58517965629786,0.679111111111111,0.882222222222222,NA,0.634444444444444,0.340888888888889,0.928888888888889,NA,0.209555555555556,0.776186328641592,0.776186328641592,NA,0.42570572047329,0.993817465305328
1,0.8,"CARE",1,1.33226762955019e-17,0.791888786574283,0.0445164075031902,NA,0.663076635171688,0.656444444444444,0.873555555555556,NA,0.636,0.337555555555556,0.928,NA,0.195111111111111,0.773802979072407,0.773802979072407,NA,0.427443642530742,0.97749614238739
1,0.9,"CARE",1,1.55431223447522e-17,0.815117849792332,0.0418731352270169,NA,0.741579817177832,0.653777777777778,0.856444444444444,NA,0.647111111111111,0.329111111111111,0.936444444444444,NA,0.190444444444444,0.768841313841648,0.768841313841648,NA,0.426930122090671,0.987839350700379
1,0.1,"ICBT",0.393419433167129,0.606580566832871,0.252621420886262,0.0442436811648229,0.212371536116685,NA,0.874666666666667,0.916222222222222,0.826666666666667,NA,0.678888888888889,0,0.726444444444444,NA,1.00026248928389,0,1.00026248928389,NA,639.023459589481
1,0.2,"ICBT",0.36947371615452,0.63052628384548,0.269176177550058,0.0447667066523067,0.227124116106438,NA,0.866222222222222,0.905777777777778,0.823777777777778,NA,0.663777777777778,0,0.713111111111111,NA,1.01011136905661,0,1.01011136905661,NA,637.378619894981
1,0.3,"ICBT",0.329018328927405,0.670981671072595,0.266397555384211,0.0473542513969181,0.222754420662271,NA,0.862222222222222,0.896888888888889,0.827777777777778,NA,0.683555555555556,0,0.731111111111111,NA,1.01903475455363,0,1.01903475455363,NA,642.01202501297
1,0.4,"ICBT",0.314936578443003,0.685063421556997,0.269926495849201,0.0490501917423941,0.2248690330392,NA,0.854,0.892888888888889,0.835333333333333,NA,0.679333333333333,0,0.727555555555556,NA,1.01483374769068,0,1.01483374769068,NA,646.940721287727
1,0.5,"ICBT",0.292421477006002,0.707578522993998,0.274766218459695,0.0451665778864479,0.23195737996024,NA,0.855777777777778,0.881777777777778,0.842444444444444,NA,0.678888888888889,0,0.717333333333333,NA,1.01020009575399,0,1.01020009575399,NA,636.234219212532
1,0.6,"ICBT",0.287036690782887,0.712963309217113,0.289644654942903,0.0476810523739812,0.243479963042873,NA,0.851777777777778,0.885111111111111,0.834444444444444,NA,0.649111111111111,0,0.696444444444444,NA,1.01490764890524,0,1.01490764890524,NA,641.97898879528
1,0.7,"ICBT",0.243059160517034,0.756940839482966,0.282483969359407,0.0451258859243162,0.238523469507561,NA,0.860222222222222,0.881333333333333,0.850222222222222,NA,0.670666666666667,0,0.706666666666667,NA,1.01615858091915,0,1.01615858091915,NA,634.675046019554
1,0.8,"ICBT",0.2185604458006,0.7814395541994,0.291134819722819,0.0457352566857478,0.242146113156303,NA,0.859111111111111,0.874888888888889,0.846222222222222,NA,0.666222222222222,0,0.704888888888889,NA,1.02294029188876,0,1.02294029188876,NA,642.444447774887
1,0.9,"ICBT",0.195028104601205,0.804971895398795,0.288418386702641,0.0438853430128613,0.241837752237739,NA,0.866666666666667,0.854444444444444,0.851555555555556,NA,0.652666666666667,0,0.707111111111111,NA,1.0152159220884,0,1.0152159220884,NA,634.209958636761
